id,text,xlit,plaintext
459.1,+824-892-413+,ra-da-i,idara
459.2,+740-100-415+,an-aa-t,taaan
460.1,]740-760[,an-ra,raan
461.1,+700-031+,an-aa,aaan
461.2,+740-892+,an-da,daan
462.1,]034[,ca,ca
462.2,]740-176[,an-sa,saan
463.1,+700-032-690-368-817+,an-sa-ka-na-ra,ranakasaan
463.2,+400-740-176+,i-an-sa,saani
464.1,+390-003+,ra-ja,jara
465.1,+000-000[,.a-.,..a
465.2,]176-790[,sa-ra,rasa
466.1,+002-820+,va-ra,rava
466.2,+861-003+,ra-ja,jara
467.1,+700-034+,an-ca,caan
467.2,+740-176-220+,an-sa-ma,masaan
468.1,+034-700+,ca-an,anca
468.2,+400-775-516+,i-r-as,asri
469.1,+740-760-240+,an-ra-ma,maraan
470.1,+700-033+,an-ja,jaan
470.2,+156+,ya,ya
470.3,+000+,.a,.a
471.1,]000-740+,.a-an,an.a
472.1,+526-555-235+,ma-as-maa,maaasma
472.2,+824-892-413+,ra-da-i,idara
473.1,]000-700+,.a-an,an.a
474.1,]000-700+,.a-an,an.a
474.2,]740-176-000[,an-sa-.,.saan
475.1,]034[,ca,ca
475.2,]740-440-920[,an-pa-da,dapaan
475.3,]000[,.a,.a
476.1,+700-034+,an-ca,caan
476.2,+002-861-416+,va-ra-ta,tarava
477.1,+700-032+,an-sa,saan
477.2,+000-591+,.a-avaa,avaa.a
478.1,+700[,an,an
478.2,+400[,i,i
479.1,+520-220-415-060-920+,na-ma-ta-ma-da,damatamana
480.1,+700-034+,an-ca,caan
480.2,+400-740-760-382+,i-an-ra-ba,baraani
481.1,+520-220-415+,na-ma-ta,tamana
481.2,+110+,an,an
482.1,+154-032-000+,ya-sa-.,.saya
483.1,+400-484[,i-a,ai
484.1,+700-034+,an-ca,caan
484.2,+824-032-578-415+,ra-sa-ma-ta,tamasara
484.3,+740-760-840-799+,an-ra-da-asaas,asaasdaraan
485.1,+700-032-220+,an-sa-ma,masaan
485.2,+520-220-415-240-803+,na-ma-ta-ma-sa,samatamana
486.1,+700-000[,an-.,.an
486.2,+000[,.a,.a
487.1,+700-033+,an-ja,jaan
488.1,+034-700+,ca-an,anca
488.2,+002-861-416+,va-ra-ta,tarava
489.1,+390-003+,ra-ja,jara
490.1,+700-032+,an-sa,saan
490.2,+400-740-032-015+,i-an-sa-pa,pasaani
491.1,+455-590-142-220+,sa-va-aa-m,maavasa
491.2,+504-350-741-060-920+,ma-ca-an-ma-da,damaancama
492.1,]892-413[,da-i,ida
492.2,]000-240-031-032-171[,.a-ma-aa-s-u,usaama.a
493.1,+032+,sa,sa
494.1,+400-740-100-176-175+,i-an-aa-s-sa,sasaaani
495.1,+000-000-000-000+,.a-.-.-.,....a
495.2,+400-711-000-000-000+,i-r-.-.-.,...ri
496.1,+740-000+,an-.,.an
497.1,+700-032+,an-sa,saan
497.2,+400-740-000-792+,i-an-.-tata,tata.ani
498.1,+125-700-033+,daa-an-ja,jaandaa
498.2,]000-740-233-240+,.a-an-ma-ma,mamaan.a
499.1,+700-033-368-091+,an-ja-na-aaa,aaanajaan
499.2,+700-033-400-740-388+,an-ja-i-an-va,vaanijaan
500.1,]003-000+,ja-.,.ja
501.1,+534-556+,as-as,asas
502.1,+405-003+,ra-ja,jara
503.1,+550-000+,as-.,.as
504.1,+032-700+,sa-an,ansa
504.2,+400-740-000-832-000+,i-an-.-ta-.,.ta.ani
505.1,+400-740-405-590-235-806[,i-an-ra-va-maa-sa,samaavaraani
506.1,+700-034+,an-ca,caan
506.2,+151-740-221+,ya-an-amaa,amaaanya
507.1,]000-032-002-820+,.a-sa-va-ra,ravasa.a
508.1,+700-034+,an-ca,caan
508.2,+151-740-222+,ya-an-namaa,namaaanya
509.1,+700-034+,an-ca,caan
509.2,+151-740-222+,ya-an-namaa,namaaanya
510.1,+700-004+,an-ca,caan
510.2,+520-070-255-832+,na-ma-ma-ta,tamamana
511.1,+700[,an,an
512.1,+740-033-000-335-575-413+,an-ja-.-ma-ma-i,imama.jaan
512.2,+400-525-550-033-705-240+,i-m-as-ja-an-ma,maanjaasmi
513.1,+740-061-002-455-420-032+,an-ta-va-sa-ya-sa,sayasavataan
514.1,]000-171-067+,.a-u-m,mu.a
515.1,+700-033+,an-ja,jaan
515.2,+520-240+,na-ma,mana
516.1,+033-700+,ja-an,anja
516.2,+740-690-435-255+,an-ka-aa-m,maakaan
517.1,+520-220-415-000[,na-ma-ta-.,.tamana
517.2,]000-220[,.a-ma,ma.a
518.1,+700-034+,an-ca,caan
518.2,+002-861-416+,va-ra-ta,tarava
519.1,+700-032+,an-sa,saan
519.2,+390-004-155-390+,ra-ca-ya-ra,rayacara
520.1,+400-098+,i-a,ai
521.1,]292-596[,la-vava,vavala
522.1,+000-335-000-090-480+,.a-ma-.-aa-s,saa.ma.a
523.1,]233-554-435[,ma-as-aa,aaasma
524.1,+000-000-014+,.a-.-sa,sa..a
525.1,]000-745[,.a-an,an.a
526.1,+400-520-233+,i-n-ma,mani
527.1,+740-032[,an-sa,saan
528.1,+942+,amataa,amataa
529.1,+002+,va,va
530.1,+156-140+,ya-ta,taya
531.1,+552[,asaas,asaas
532.1,+868-705-590+,ra-an-va,vaanra
532.2,+700-034-400-525-550+,an-ca-i-m-as,asmicaan
533.1,+090-740-101-031+,aa-an-aaa-aa,aaaaaanaa
534.1,+400-740-637+,i-an-ta,taani
535.1,+740-032-840+,an-sa-da,dasaan
535.2,+740-032-840+,an-sa-da,dasaan
536.1,]000-880-002-000[,.a-ra-va-.,.vara.a
537.1,+740-390-590-002-861+,an-ra-va-va-ra,ravavaraan
538.1,]220-032-176-000+,ma-sa-sa-.,.sasama
539.1,]740[,an,an
540.1,+034-000+,ca-.,.ca
541.1,+063-700-176-000+,ta-an-sa-.,.saanta
542.1,+111-033+,anaa-ja,jaanaa
543.1,+000-480-003-064-002-003-861+,.a-sa-ja-ra-va-ja-ra,rajavarajasa.a
544.1,+700-033+,an-ja,jaan
544.2,+400-740-032-028+,i-an-sa-as,assaani
545.1,+090-740-176[,aa-an-sa,saanaa
546.1,+700[,an,an
546.2,+242-636[,ma-ta,tama
547.1,+700[,an,an
547.2,+740-776[,an-ra,raan
548.1,+700-032+,an-sa,saan
548.2,+400-740-176-791+,i-an-sa-da,dasaani
549.1,+034-700+,ca-an,anca
549.2,+400-740-032-027+,i-an-sa-sa,sasaani
550.1,+700-033+,an-ja,jaan
550.2,+400-740-176-519+,i-an-sa-sas,sassaani
551.1,+625-368-257-000[,ba-na-sa-.,.sanaba
552.1,+617-550-003+,nna-as-ja,jaasnna
553.1,+000+,.a,.a
553.2,+220+,ma,ma
554.1,+700-032+,an-sa,saan
554.2,+400-090-740-400-090+,i-a-an-i-a,aianai
555.1,+400-740-000+,i-an-.,.ani
556.1,+824-892-413+,ra-da-i,idara
556.2,+400-740-141+,i-an-ataa,ataaani
557.1,+032-700+,sa-an,ansa
557.2,+400-153-118+,i-y-ra,rayi
558.1,+400-000[,i-.,.i
559.1,+740-388-031+,an-va-aa,aavaan
559.2,+298-350-892-590+,la-ca-da-va,vadacala
560.1,+700-033+,an-ja,jaan
560.2,+400-236-233+,i-naaman-ma,manaamani
561.1,]525-550-033-705-000+,ma-as-ja-an-.,.anjaasma
561.2,+033-711-335-575-413+,ja-ra-ma-ma-i,imamaraja
562.1,]000-700[,.a-an,an.a
562.2,]590-000[,va-.,.va
563.1,]033+,ja,ja
564.1,+000-176-790+,.a-sa-ra,rasa.a
565.1,+000-176-790+,.a-sa-ra,rasa.a
566.1,]000-000-000[,.a-.-.,...a
566.2,]000-000[,.a-.,..a
567.1,+700-032+,an-sa,saan
567.2,+400-740-032-840+,i-an-sa-da,dasaani
568.1,]220+,ma,ma
568.2,]000-000-000[,.a-.-.,...a
569.1,+700-032+,an-sa,saan
569.2,+400-740-275-320-235-240-798+,i-an-ya-ma-maa-ma-as,asmamaamayaani
570.1,+032-700+,sa-an,ansa
570.2,+740-690-435-255-055+,an-ka-aa-m-ja,jamaakaan
571.1,+740-806[,an-sa,saan
571.2,]000-000+,.a-.,..a
572.1,+000+,.a,.a
573.1,]700+,an,an
573.2,+740-630[,an-ta,taan
574.1,+090-740-240-235+,aa-an-ma-maa,maamaanaa
575.1,]820+,ra,ra
575.2,+400-000[,i-.,.i
576.1,+090-740-220-000-000-000-000+,aa-an-ma-.-.-.-.,....maanaa
577.1,]000-700+,.a-an,an.a
577.2,+400-740[,i-an,ani
578.1,+700-033+,an-ja,jaan
578.2,+400-090-740-100-390-231+,i-a-an-aa-r-ma,maraaanai
579.1,]590+,va,va
579.2,]000+,.a,.a
580.1,+700+,an,an
580.2,+740-752-175-000-000+,an-ra-sa-.-.,..saraan
581.1,+851-740-705-924-156+,ra-an-an-aa-y,yaaananra
581.2,+700-033-711-335-575-413+,an-ja-ra-ma-ma-i,imamarajaan
582.1,+740-519-741[,an-sas-an,ansasan
582.2,]000-711-335-575-413+,.a-ra-ma-ma-i,imamara.a
583.1,]000+,.a,.a
584.1,+000-711-335-575-413+,.a-ra-ma-ma-i,imamara.a
584.2,]519-742-849+,sas-an-ra,raansas
585.1,+400-740-176+,i-an-sa,saani
586.1,+590-032-220[,va-sa-ma,masava
586.2,]000-740-242-235+,.a-an-ma-maa,maamaan.a
587.1,+700-032[,an-sa,saan
587.2,]337+,ma,ma
588.1,+158-000-470+,ya-.-ka,ka.ya
589.1,+455-590-142-220+,sa-va-aa-m,maavasa
589.2,+504-350-741-060-920+,ma-ca-an-ma-da,damaancama
590.1,+705+,an,an
591.1,+140-706[,ta-an,anta
592.1,+400-154-806-467+,i-y-sa-ka,kasayi
593.1,+700-033+,an-ja,jaan
593.2,+740-100-175-630-705+,an-aa-s-ta-an,antasaaan
594.1,+032-850-031+,sa-ra-aa,aarasa
594.2,+740-752-175-002-861+,an-ra-sa-va-ra,ravasaraan
595.1,+220-000-700+,ma-.-an,an.ma
595.2,+400-698+,i-anan,anani
596.1,+700-032+,an-sa,saan
596.2,+740-176-033-705-235+,an-sa-ja-an-maa,maaanjasaan
597.1,+740-690-436-255+,an-ka-aa-m,maakaan
598.1,+033-700+,ja-an,anja
598.2,+400-137+,i-a,ai
599.1,+032-700+,sa-an,ansa
599.2,+740-142-062-002-817+,an-aa-t-va-ra,ravataaan
600.1,+740-752-175-000-861+,an-ra-sa-.-ra,ra.saraan
601.1,+740-752-070-255-832+,an-ra-ma-ma-ta,tamamaraan
601.2,+740-752-463-495-240-415+,an-ra-da-aa-m-ta,tamaadaraan
602.1,+145+,caa,caa
603.1,+158-805-480+,ya-sa-sa,sasaya
604.1,]740-061-002-575-000[,an-ta-va-ma-.,.mavataan
605.1,]300-490-999-390-033-000[,la-aa- -ra-ja-.,.jara aala
606.1,+090-740-400-000-000[,aa-an-i-.-.,..ianaa
607.1,+032-000+,sa-.,.sa
608.1,+740-000[,an-.,.an
609.1,+034-705+,ca-an,anca
610.1,+032+,sa,sa
611.1,+390-000[,ra-.,.ra
612.1,+033+,ja,ja
613.1,+520-235+,na-maa,maana
614.1,+700+,an,an
615.1,+032+,sa,sa
616.1,]645-032+,ka-sa,saka
617.1,]740-000-000-002-575-000[,an-.-.-va-ma-.,.mava..an
619.1,+045[,ji,ji
620.1,]000-140-000+,.a-ta-.,.ta.a
621.1,+002-861-416+,va-ra-ta,tarava
621.2,+700-034+,an-ca,caan
622.1,+158-838-470+,ya-sa-ka,kasaya
623.1,+405-003-002-293-360+,ra-ja-va-la-ma,malavajara
624.1,+700-034+,an-ca,caan
624.2,+400-525-554+,i-m-as,asmi
625.1,+003-408+,ja-ra,raja
626.1,+033-033/740-142-061-140-002-546+,ja-ja-an-aa-t-ta-va-daa,daavatataaanjaja
627.1,+700-004+,an-ca,caan
627.2,+400-151-097+,i-y-aaa,aaayi
628.1,+032-032-700+,sa-sa-an,ansasa
628.2,+520-033-033+,na-ja-ja,jajana
629.1,+740-390-590-741[,an-ra-va-an,anvaraan
629.2,]000-033-605+,.a-ja-na,naja.a
630.1,+700-031-033+,an-aa-j,jaaan
630.2,+400-740-032-027+,i-an-sa-sa,sasaani
631.1,+033-700+,ja-an,anja
631.2,+740-690-435-176-233-803+,an-ka-aa-s-ma-sa,samasaakaan
632.1,+590-032-220+,va-sa-ma,masava
632.2,+000-740-242-235+,.a-an-ma-maa,maamaan.a
633.1,+400-740[,i-an,ani
634.1,+390-003-002-820+,ra-ja-va-ra,ravajara
635.1,+400-525-550-033-705-240+,i-m-as-ja-an-ma,maanjaasmi
635.2,+740-033-711-335-575-413+,an-ja-ra-ma-ma-i,imamarajaan
636.1,]000-490+,.a-aa,aa.a
636.2,]033+,ja,ja
637.1,+700-034+,an-ca,caan
637.2,+400-097+,i-aa,aai
638.1,+700-033+,an-ja,jaan
638.2,+400-740-032-025+,i-an-sa-pa,pasaani
639.1,]415-240+,ta-ma,mata
639.2,]000+,.a,.a
640.1,+690-681+,ka-asaa,asaaka
640.2,+400-740-032-014+,i-an-sa-sa,sasaani
641.1,]034+,ca,ca
641.2,]740-032-027+,an-sa-sa,sasaan
642.1,+137+,aa,aa
642.2,+700-034+,an-ca,caan
643.1,+740-255-032+,an-ma-sa,samaan
643.2,+700-032+,an-sa,saan
644.1,+400-137+,i-a,ai
645.1,+861[,ra,ra
645.2,+740[,an,an
646.1,+700-034+,an-ca,caan
646.2,+740-176-031-060-201+,an-sa-aa-m-as,asmaasaan
647.1,+400-156-435-255+,i-y-aa-m,maayi
647.2,+868-705-590+,ra-an-va,vaanra
648.1,]034+,ca,ca
648.2,]137+,aa,aa
649.1,+700-034+,an-ca,caan
649.2,+400-740-798-365-415-001+,i-an-as-na-ta-aa,aatanaasani
650.1,+700-000[,an-.,.an
650.2,+400-740-636[,i-an-ta,taani
651.1,+520[,na,na
651.2,]000-645-003+,.a-ka-ja,jaka.a
652.1,+700-032+,an-sa,saan
652.2,+740-540-204-255+,an-da-as-ma,maasdaan
653.1,+400-525-550-033-705-220+,i-m-as-ja-an-ma,maanjaasmi
653.2,+700-033-711-335-575-413+,an-ja-ra-ma-ma-i,imamarajaan
654.1,+400-740-388+,i-an-va,vaani
654.2,+368-091+,na-aaa,aaana
655.1,+000-711-335-575-413+,.a-ra-ma-ma-i,imamara.a
655.2,]519-742-849+,sas-an-ra,raansas
656.1,]798-806-820-388[,as-sa-ra-va,varasaas
657.1,]033[,ja,ja
658.1,+700-014+,an-sa,saan
658.2,+144+,naan,naan
658.3,+700-125+,an-daa,daaan
659.1,+700-034+,an-ca,caan
659.2,+400-740-032-027+,i-an-sa-sa,sasaani
660.1,]033+,ja,ja
660.2,+400-775[,i-r,ri
661.1,+000-000-140+,.a-.-ta,ta..a
661.2,+000-705-590+,.a-an-va,vaan.a
662.1,+617-550-003-790+,nna-as-ja-ra,rajaasnna
663.1,+820+,ra,ra
664.1,+740-760-061-060-692+,an-ra-ta-ma-ka,kamataraan
665.1,+700-034+,an-ca,caan
665.2,+002-861-416+,va-ra-ta,tarava
666.1,+090-740-240-235+,aa-an-ma-maa,maamaanaa
667.1,]000[,.a,.a
667.2,]740[,an,an
668.1,+740-400-142-061-033+,an-i-a-t-ja,jataian
669.1,+167[,va,va
670.1,+700-003+,an-ja,jaan
671.1,+868-706-590+,ra-an-va,vaanra
671.2,+400-156-435-255+,i-y-aa-m,maayi
672.1,+700-033+,an-ja,jaan
672.2,+740-760-840-799+,an-ra-da-asaas,asaasdaraan
672.3,+876-032-578-415+,ra-sa-ma-ta,tamasara
673.1,]110+,an,an
673.2,]220-415+,ma-ta,tama
674.1,+700-032+,an-sa,saan
674.2,]000-590-231+,.a-va-ma,mava.a
675.1,+033-700+,ja-an,anja
675.2,+740-923-235+,an-aa-ma,maaaan
676.1,+700-000[,an-.,.an
677.1,+090-740-176-741-347+,aa-an-sa-an-ma,maansaanaa
678.1,]176-741-347[,sa-an-ma,maansa
679.1,+700-032+,an-sa,saan
679.2,+400-854-032+,i-naran-sa,sanarani
679.3,+257-360+,sa-ma,masa
680.1,+740-760[,an-ra,raan
681.1,+400-740-892-617+,i-an-da-nna,nnadaani
681.2,+869-060-820+,ra-ma-ra,ramara
682.1,+700-032+,an-sa,saan
682.2,+526-554-002-820+,ma-as-va-ra,ravaasma
683.1,+144+,naan,naan
684.1,+700-000+,an-.,.an
685.1,+700-000[,an-.,.an
685.2,+740-000[,an-.,.an
685.3,+824-892[,ra-da,dara
686.1,+700-034+,an-ca,caan
686.2,+740-603-240-060-692+,an-aa-m-ma-ka,kamamaaan
687.1,+851-740-705-924-156+,ra-an-an-aa-y,yaaananra
687.2,+700-033-711-335-575-413+,an-ja-ra-ma-ma-i,imamarajaan
688.1,+682-413-840/740-061+,asaa-i-d-an-ta,taandiasaa
689.1,+851-740-705-924-156+,ra-an-an-aa-y,yaaananra
689.2,+700-033-711-335-575-413+,an-ja-ra-ma-ma-i,imamarajaan
690.1,+700-034+,an-ca,caan
690.2,+390-000-742-000+,ra-.-an-.,.an.ra
691.1,+740-240-235[,an-ma-maa,maamaan
692.1,+515-388+,sa-va,vasa
693.1,+700-033+,an-ja,jaan
693.2,+861-003+,ra-ja,jara
693.3,+156-003+,ya-ja,jaya
694.1,+740-032-840+,an-sa-da,dasaan
695.1,+740[,an,an
696.1,]034+,ca,ca
696.2,]000-740-176+,.a-an-sa,saan.a
697.1,+700-032-000-091+,an-sa-.-aaa,aaa.saan
698.1,]033[,ja,ja
698.2,]000-061[,.a-ta,ta.a
699.1,+033-700+,ja-an,anja
699.2,+951-090+,ta-aa,aata
700.1,+817-495+,ra-aa,aara
701.1,+033-700+,ja-an,anja
702.1,+740-176+,an-sa,saan
703.1,+400-852+,i-r,ri
704.1,+000-000/033[,.a-.-ja,ja..a
705.1,]000-231-060-820[,.a-ma-ma-ra,ramama.a
706.1,+033+,ja,ja
707.1,+740-463-495-220[,an-da-aa-m,maadaan
708.1,+740-495-000-034+,an-aa-.-ca,ca.aaan
709.1,]740-760[,an-ra,raan
710.1,+032+,sa,sa
711.1,+034+,ca,ca
712.1,+003+,ja,ja
713.1,+740-000[,an-.,.an
714.1,+032+,sa,sa
715.1,+016-220-382+,sa-ma-ba,bamasa
716.1,]520-460-495[,na-da-aa,aadana
717.1,+033-700+,ja-an,anja
718.1,+740-175-415-033-001+,an-sa-ta-ja-aa,aajatasaan
719.1,+740-176+,an-sa,saan
720.1,+000-700+,.a-an,an.a
721.1,+033+,ja,ja
722.1,+413-031+,i-a,ai
723.1,+000-740+,.a-an,an.a
724.1,]400[,i,i
725.1,]000-700-033+,.a-an-ja,jaan.a
726.1,+000-400+,.a-i,i.a
727.1,+090+,aa,aa
728.1,+000-000-000+,.a-.-.,...a
728.2,+034+,ca,ca
729.1,+740-176-220-235+,an-sa-ma-maa,maamasaan
729.2,+740-482-240-002-861+,an-sa-ma-va-ra,ravamasaan
730.1,+400-740-017-503+,i-an-sa-aa,aasaani
731.1,+740-760-033-033-240-002-824+,an-ra-ja-ja-ma-va-ra,ravamajajaraan
732.1,+700-033+,an-ja,jaan
732.2,+368-900+,na-aa,aana
733.1,+700[,an,an
733.2,+400-000[,i-.,.i
734.1,+000[,.a,.a
734.2,+705[,an,an
735.1,+400-700-017-000+,i-an-sa-.,.saani
736.1,]681+,asaa,asaa
737.1,+400-740-016-503+,i-an-sa-aa,aasaani
738.1,+700-034-690-365[,an-ca-ka-na,nakacaan
738.2,+740-760-000[,an-ra-.,.raan
739.1,+520-220[,na-ma,mana
740.1,+090-740-792+,aa-an-tata,tataanaa
740.2,+700-034+,an-ca,caan
741.1,]000-741-615-440-220+,.a-an-na-pa-ma,mapanaan.a
742.1,+740-048-741-851+,an-asaa-an-ra,raanasaaan
742.2,+033-711-335-575-413+,ja-ra-ma-ma-i,imamaraja
743.1,+520-240+,na-ma,mana
743.2,+700-034+,an-ca,caan
744.1,+700-033+,an-ja,jaan
744.2,+740-000-220-004-002-390-095+,an-.-ma-ca-va-ra-aa,aaravacama.an
745.1,+400-158-806-475+,i-y-sa-ka,kasayi
746.1,+400-740-176-240+,i-an-sa-ma,masaani
747.1,+740-000[,an-.,.an
747.2,]817+,ra,ra
748.1,+032+,sa,sa
749.1,+700-032+,an-sa,saan
749.2,+400-740-575-017-798+,i-an-ma-sa-as,assamaani
750.1,+400-090[,i-a,ai
750.2,]000[,.a,.a
751.1,+700-033+,an-ja,jaan
751.2,+400-236-220+,i-naaman-ma,manaamani
752.1,+700-034+,an-ca,caan
752.2,+090-740-792+,aa-an-tata,tataanaa
753.1,+700-032+,an-sa,saan
753.2,+400-740-176-240+,i-an-sa-ma,masaani
754.1,]000+,.a,.a
754.2,+400-520[,i-n,ni
755.1,+700-033+,an-ja,jaan
755.2,+740-000-031+,an-.-aa,aa.an
755.3,+740-630-000+,an-ta-.,.taan
756.1,+740-000[,an-.,.an
756.2,+400-740[,i-an,ani
757.1,+700[,an,an
757.2,+400-740-000[,i-an-.,.ani
758.1,+144+,naan,naan
758.2,+700-033+,an-ja,jaan
759.1,+700-000[,an-.,.an
759.2,]000-900+,.a-aa,aa.a
760.1,+740-803-060-550+,an-sa-ma-as,asmasaan
761.1,]000+,.a,.a
761.2,+740-000[,an-.,.an
762.1,+034-700+,ca-an,anca
762.2,]861-416+,ra-ta,tara
763.1,]000-090+,.a-aa,aa.a
764.1,+700-000+,an-.,.an
764.2,+000-000+,.a-.,..a
765.1,+700-032+,an-sa,saan
765.2,+511-032-142+,na-sa-aa,aasana
766.1,+390[,ra,ra
767.1,+390-000+,ra-.,.ra
768.1,+031-893+,aa-dad,dadaa
769.1,+861-003+,ra-ja,jara
769.2,+700-034+,an-ca,caan
769.3,+156-003+,ya-ja,jaya
770.1,+590-032-000[,va-sa-.,.sava
770.2,]220-415+,ma-ta,tama
771.1,+032-700-601+,sa-an-ma,maansa
771.2,+408-817-920-002-861+,ra-ra-da-va-ra,ravadarara
772.1,+700-034+,an-ca,caan
772.2,+156-176+,ya-sa,saya
773.1,+700-034+,an-ca,caan
773.2,+156-176+,ya-sa,saya
774.1,+700-033+,an-ja,jaan
774.2,+368-091+,na-aaa,aaana
775.1,+161-097-741-140+,ya-aaa-an-ta,taanaaaya
776.1,+712-840-400-740-440+,ra-da-i-an-pa,paanidara
777.1,+868[,ra,ra
778.1,+400-740-000[,i-an-.,.ani
778.2,]690-687+,ka-aka,akaka
779.1,]000+,.a,.a
779.2,+400-000[,i-.,.i
780.1,+700-034+,an-ca,caan
780.2,+400-154-690+,i-y-ka,kayi
781.1,+400-740[,i-an,ani
781.2,+740-336[,an-ma,maan
782.1,]000[,.a,.a
782.2,]700+,an,an
782.3,]740[,an,an
783.1,]740-400-142+,an-i-a,aian
783.2,]000-491+,.a-aa,aa.a
784.1,+700-034+,an-ca,caan
784.2,+151-740-235+,ya-an-maa,maaanya
785.1,]700-032+,an-sa,saan
786.1,+255-033+,ma-ja,jama
786.2,+416-590-033+,ta-va-ja,javata
787.1,+405-004-013-817+,ra-ca-ta-ra,ratacara
788.1,+090-740-255-705-060-550+,aa-an-ma-an-ma-as,asmaanmaanaa
788.2,+317-272-637+,sa-ta-ta,tatasa
789.1,+407-004-002-861+,ra-ca-va-ra,ravacara
790.1,+400-740-440+,i-an-pa,paani
791.1,]034+,ca,ca
791.2,+235-840[,maa-da,damaa
792.1,]436-032-923[,aa-s-aa,aasaa
792.2,]033[,ja,ja
793.1,]700-000+,an-.,.an
793.2,+400-740-000[,i-an-.,.ani
794.1,+700-034+,an-ca,caan
794.2,+861-003+,ra-ja,jara
794.3,+154-003+,ya-ja,jaya
795.1,]000-000[,.a-.,..a
795.2,]220-760[,ma-ra,rama
796.1,]000+,.a,.a
797.1,+400-098+,i-a,ai
798.1,+400-740-032[,i-an-sa,saani
798.2,+904-032-000[,aa-s-.,.saa
799.1,]435-255+,aa-m,maa
799.2,]240-590+,ma-va,vama
800.1,+090-740-176-741-347+,aa-an-sa-an-ma,maansaanaa
801.1,+700-032+,an-sa,saan
801.2,+400-740-817-491+,i-an-ra-aa,aaraani
802.1,+033+,ja,ja
803.1,+034[,ca,ca
803.2,]033-000+,ja-.,.ja
804.1,+868-706[,ra-an,anra
804.2,]156-435-255+,ya-aa-m,maaya
805.1,+154-806-470-002-861+,ya-sa-ka-va-ra,ravakasaya
806.1,+824-700+,ra-an,anra
806.2,+400-740-152-240+,i-an-ya-ma,mayaani
807.1,+090-740-176-741-347+,aa-an-sa-an-ma,maansaanaa
808.1,+706-167+,an-va,vaan
809.1,]154-806-000[,ya-sa-.,.saya
810.1,+154-003-617-033+,ya-ja-nna-ja,jannajaya
811.1,+400-090-740-100-415+,i-a-an-aa-t,taaanai
812.1,+700-034+,an-ca,caan
812.2,+400-236+,i-naaman,naamani
813.1,+000[,.a,.a
813.2,+400-000[,i-.,.i
814.1,+001-480-388-032+,aa-s-va-sa,savasaa
814.2,+700-034+,an-ca,caan
815.1,+034-700+,ca-an,anca
815.2,+400-226+,i-nmn,nmni
816.1,+520-220-415+,na-ma-ta,tamana
816.2,+869-575+,ra-ma,mara
817.1,+400-000[,i-.,.i
817.2,+110[,an,an
818.1,]034-031[,ca-aa,aaca
819.1,+033-000-000-000[,ja-.-.-.,...ja
820.1,+840+,da,da
821.1,+700+,an,an
822.1,+001+,aa,aa
823.1,+700-034+,an-ca,caan
823.2,+365-900+,na-aa,aana
824.1,+740-100-415-176-792-102+,an-aa-t-sa-tata-aaa,aaatatasataaan
824.2,+220-000-700-033+,ma-.-an-ja,jaan.ma
825.1,+892-590+,da-va,vada
826.1,]000[,.a,.a
826.2,]240[,ma,ma
827.1,+700-034+,an-ca,caan
827.2,+074-220-415+,na-ma-ta,tamana
828.1,]000[,.a,.a
828.2,]000-000[,.a-.,..a
829.1,+700-032+,an-sa,saan
829.2,+700-840-032-741+,an-da-sa-an,ansadaan
830.1,+740-797-688+,an-as-akaa,akaaasan
830.2,+400-137+,i-a,ai
831.1,+034-700+,ca-an,anca
831.2,+520-033-033+,na-ja-ja,jajana
832.1,+861-003+,ra-ja,jara
832.2,+700-034+,an-ca,caan
832.3,+156-003+,ya-ja,jaya
833.1,]000-484-000[,.a-aa-.,.aa.a
833.2,]400-033-000[,i-j-.,.ji
834.1,+700-032+,an-sa,saan
834.2,+400-158-690+,i-y-ka,kayi
835.1,]740-032-013-904+,an-sa-ta-aa,aatasaan
835.2,]690[,ka,ka
836.1,+690-681[,ka-asaa,asaaka
836.2,+520-072-255[,na-ma-ma,mamana
837.1,+062-000[,ta-.,.ta
837.2,+000[,.a,.a
838.1,+090-740-327+,aa-an-ma,maanaa
838.2,+861-003+,ra-ja,jara
839.1,]000+,.a,.a
839.2,+400-740-032[,i-an-sa,saani
840.1,+740-255-061+,an-ma-ta,tamaan
840.2,+861-003+,ra-ja,jara
841.1,+520-220-415+,na-ma-ta,tamana
841.2,+700-032+,an-sa,saan
842.1,+090-740-176-741-347+,aa-an-sa-an-ma,maansaanaa
843.1,+690-032-025+,ka-sa-pa,pasaka
843.2,+400-740-681+,i-an-asaa,asaaani
844.1,+700-034+,an-ca,caan
844.2,+861-003+,ra-ja,jara
844.3,+156-003+,ya-ja,jaya
845.1,+861-003+,ra-ja,jara
845.2,+700-034+,an-ca,caan
845.3,+156-003+,ya-ja,jaya
846.1,+861-003+,ra-ja,jara
846.2,+700-034+,an-ca,caan
846.3,+156-003+,ya-ja,jaya
847.1,+861-003+,ra-ja,jara
847.2,+700-034+,an-ca,caan
847.3,+156-003+,ya-ja,jaya
848.1,+520-220-415+,na-ma-ta,tamana
848.2,+590-032-645-003+,va-sa-ka-ja,jakasava
849.1,+000[,.a,.a
849.2,+740[,an,an
850.1,+700-034+,an-ca,caan
850.2,+861-003+,ra-ja,jara
850.3,+156-003+,ya-ja,jaya
851.1,+861-003+,ra-ja,jara
851.2,+700-034+,an-ca,caan
